id,mobility
0,0.8714989280389651
1,0.6566614184336299
2,0.8016754063916764
3,0.9654032671914372
4,0.6045883450867828
5,0.9942799300987528
6,0.49633349257220716
7,0.46082376897968036
8,0.8012878633272407
9,0.03346797092080567
10,0.9886451031340062
11,0.7131131007489373
12,0.8359986085513935
13,0.538003195630538
14,0.4864838287258615
15,0.9632358568023638
16,0.30087933275124334
17,0.9381070489604948
18,0.27974390738507005
19,0.8080703585427098
20,0.913138672949183
21,0.9630428336516568
22,0.09799802599608354
23,0.06749284213740903
24,0.28441483706922055
25,0.7216830863190484
26,0.7749315753731194
27,0.7589431688756281
28,0.5502401036055184
29,0.9884097220471828
30,0.7916581311706197
31,0.918919189185788
32,0.5616516686789437
33,0.45484495932513336
