id,mobility
0,0.6210171352759968
1,0.6626032245153357
2,0.042009024698288266
3,0.9329036836057882
4,0.7297013247700364
5,0.8106978664122635
6,0.4255670428785632
7,0.9645531576037885
8,0.9959803097406121
9,0.4681176542124963
10,0.3103116482358188
11,0.28517108487539966
12,0.414673855689206
13,0.9514670151905738
14,0.498254287155961
15,0.34803924943775977
16,0.6792900019525956
17,0.4667838232193582
18,0.9044659422100894
19,0.9908608707436874
20,0.501725030282804
21,0.8254886486302302
22,0.8093237411481691
23,0.034439931008693137
24,0.549286162191027
25,0.9297289151254404
26,0.4291281771290525
27,0.5351704409572531
28,0.705613292973502
29,0.898632390277555
30,0.6236441494755003
31,0.5307913033078118
32,0.37903755591516264
33,0.16170225271395355
34,0.9135491408882506
35,0.48115464839720645
36,0.6149867845763828
37,0.1771943322962526
38,0.8934141791065655
39,0.6233216926779572
40,0.7030087452668861
41,0.5374958095838338
42,0.8438876729490661
43,0.1474351231848956
44,0.4128661845000807
45,0.6847292051053848
46,0.9527132758495882
47,0.878343431490739
48,0.5858129890580679
49,0.166525050789591
50,0.09076448176845453
51,0.832817543615739
52,0.8679769170631568
53,0.556068363297991
54,0.9075451755143882
55,0.638762208420806
56,0.25399113205775703
57,0.6671935656581265
58,0.6333182202251055
59,0.08214820824599922
60,0.5679304777971868
61,0.35173235760735966
62,0.9941566241498963
63,0.956679620027977
64,0.3803666137214994
65,0.13279458335064365
66,0.14841394376562644
67,0.5215212709787143
68,0.9020849794965595
69,0.08133667323121263
70,0.0309367132549494
71,0.16437676231291865
72,0.6935626996904198
73,0.8792791937047919
74,0.37993946012055235
75,0.0686084710975301
76,0.29751136758279495
77,0.0436500714084731
78,0.1262430433785624
79,0.3239893287194713
80,0.7698028942985791
81,0.27881393605123583
82,0.95643966955128
83,0.5615301413805214
84,0.32615007851544964
85,0.38842639318571837
86,0.8889895470450895
87,0.6578990410042336
88,0.3635475742222669
89,0.10698699118508892
90,0.6035426691886232
91,0.9877758609292917
92,0.7338205415376244
93,0.8607826956307167
94,0.4062757287563783
95,0.8204806509773408
96,0.42279384574567414
97,0.4659100516920214
98,0.24535824624416458
99,0.6070508747027836
100,0.9299461002097156
101,0.2816534328396172
102,0.14790278851823024
103,0.5296246904541153
104,0.41952380965124014
105,0.9325970422037964
106,0.916274837822084
107,0.6161461591647264
108,0.5506859998327489
109,0.8039812876736503
110,0.36856664691405294
111,0.7403801893853059
112,0.1991140624354415
113,0.7680235262630137
114,0.35267492205559425
115,0.06600553458001213
116,0.6542763625399799
117,0.6160793500823831
118,0.04355218351684198
119,0.7298855987771669
120,0.7571615503020015
121,0.8515233560206943
122,0.9584512624228008
123,0.9359682515422167
124,0.32310083901418496
125,0.37006031142887474
126,0.6995887454008896
127,0.9573803063011357
128,0.9612513408545529
129,0.43572383212796373
130,0.6193680796162466
131,0.6320846457188396
132,0.6772814477970572
133,0.47758119876534333
134,0.7481233368852895
135,0.2734010816679979
136,0.37984724122595837
137,0.4752190548021029
138,0.7636034320490837
139,0.6208428313032364
140,0.28305638855500503
141,0.32848936438385734
142,0.4142773702908036
143,0.08783962223471531
144,0.016566094155098465
145,0.287555022100102
146,0.2677067560886184
147,0.9342837195007119
148,0.5761393573353806
149,0.6999280226858398
150,0.07633962661438098
151,0.7382053268953794
152,0.22365410169148614
153,0.4945777632065371
154,0.534838892153521
155,0.03367257067508356
156,0.9006348135402544
157,0.20355473182756412
158,0.6431572172850686
159,0.9787002719797522
160,0.4381754612650264
161,0.9448624231201295
162,0.061497754622602985
163,0.8603758970806901
164,0.9202473426320585
165,0.24745595853450153
166,0.2481455706475788
167,0.27109197048680156
168,0.011202987396592201
169,0.7263145439063006
170,0.10212512364716964
171,0.6016056806727559
172,0.6786457512606698
173,0.666528774936217
174,0.4963908754459694
175,0.13601946429225276
176,0.6604078956024757
177,0.2815584856255404
178,0.057833187184066936
179,0.7779237637226983
180,0.3119494347841614
181,0.8081027595953778
182,0.9746147955377449
183,0.39738837764284995
184,0.1167578109761771
185,0.4329736337813985
186,0.46859777195405616
187,0.5920983025327451
188,0.5099781020114431
189,0.7313468075147693
190,0.3823723012308011
191,0.22369693388273038
192,0.9829117818865314
193,0.7142549102375222
194,0.08484200795897956
195,0.7882376213837945
196,0.450272760915547
197,0.8351390879962681
